student_id,tipo_factorizacion,dificultad,tiempo_respuesta,intentos,tipo_error
42858,factor_comun,5,26.71,3,identificacion
42859,trinomio_general,5,41.59,1,identificacion
42860,factor_comun,4,91.56,1,identificacion
42861,trinomio_cuadrado_perfecto,4,135.43,3,identificacion
42862,factor_comun,5,43.66,1,procedimiento
42863,diferencia_cuadrados,4,59.65,3,identificacion
42864,trinomio_general,4,98.35,1,procedimiento
42865,factor_comun,3,49.7,4,procedimiento
42866,trinomio_general,2,49.38,1,signo
42867,diferencia_cuadrados,5,77.26,2,procedimiento
42868,factor_comun,4,111.27,2,procedimiento
42869,diferencia_cuadrados,3,90.09,1,procedimiento
42870,diferencia_cuadrados,2,67.0,4,procedimiento
42871,trinomio_cuadrado_perfecto,4,31.0,2,identificacion
42872,trinomio_general,4,49.8,2,identificacion
42873,factor_comun,4,54.39,2,procedimiento
42874,diferencia_cuadrados,5,26.8,2,identificacion
42875,diferencia_cuadrados,1,46.02,1,procedimiento
42876,trinomio_cuadrado_perfecto,1,34.21,2,procedimiento
42877,factor_comun,5,59.35,1,procedimiento
42878,diferencia_cuadrados,4,31.18,1,signo
42879,factor_comun,5,99.81,2,procedimiento
42880,trinomio_general,1,83.7,3,procedimiento
42881,trinomio_cuadrado_perfecto,1,84.91,4,procedimiento
42882,factor_comun,2,79.74,4,procedimiento
42883,trinomio_cuadrado_perfecto,5,94.92,4,procedimiento
42884,diferencia_cuadrados,4,85.43,1,procedimiento
42885,diferencia_cuadrados,4,111.02,3,procedimiento
42886,trinomio_general,3,62.17,1,signo
42887,trinomio_general,4,50.65,2,procedimiento
42888,trinomio_general,2,37.39,1,procedimiento
42889,factor_comun,4,32.14,1,procedimiento
42890,diferencia_cuadrados,5,38.49,1,identificacion
42891,diferencia_cuadrados,3,102.11,3,procedimiento
42892,trinomio_cuadrado_perfecto,5,68.86,2,identificacion
42893,trinomio_general,5,155.02,3,identificacion
42894,trinomio_cuadrado_perfecto,1,59.17,3,identificacion
42895,factor_comun,1,28.7,1,procedimiento
42896,trinomio_general,3,116.41,3,procedimiento
42897,trinomio_cuadrado_perfecto,3,66.22,2,procedimiento
42898,factor_comun,2,75.05,2,procedimiento
42899,trinomio_general,4,38.05,1,identificacion
42900,diferencia_cuadrados,5,49.88,1,signo
42901,diferencia_cuadrados,2,60.9,1,procedimiento
42902,factor_comun,3,18.17,1,signo
42903,factor_comun,2,63.26,1,procedimiento
42904,factor_comun,1,17.97,1,signo
42905,factor_comun,2,23.34,4,procedimiento
42906,trinomio_general,2,53.37,1,procedimiento
42907,factor_comun,4,37.23,4,procedimiento
42908,trinomio_cuadrado_perfecto,2,106.25,1,procedimiento
42909,trinomio_general,2,81.99,3,procedimiento
42910,trinomio_cuadrado_perfecto,2,18.51,1,identificacion
42911,trinomio_cuadrado_perfecto,5,31.54,2,identificacion
42912,trinomio_cuadrado_perfecto,1,83.03,4,procedimiento
42913,trinomio_cuadrado_perfecto,3,102.74,2,procedimiento
42914,factor_comun,1,56.45,2,procedimiento
42915,trinomio_cuadrado_perfecto,2,69.04,1,identificacion
42916,trinomio_cuadrado_perfecto,5,117.05,2,identificacion
42917,trinomio_cuadrado_perfecto,4,29.42,2,identificacion
42918,factor_comun,1,31.86,1,procedimiento
42919,factor_comun,5,103.22,2,identificacion
42920,trinomio_general,5,78.77,4,procedimiento
42921,diferencia_cuadrados,4,43.49,3,identificacion
42922,factor_comun,2,29.58,2,signo
42923,factor_comun,4,38.34,1,signo
42924,trinomio_cuadrado_perfecto,3,41.92,1,identificacion
42925,trinomio_general,1,75.1,2,signo
42926,trinomio_cuadrado_perfecto,4,47.31,1,identificacion
42927,diferencia_cuadrados,4,23.68,1,signo
42928,trinomio_general,3,136.33,4,identificacion
42929,factor_comun,2,40.49,1,identificacion
42930,factor_comun,1,45.39,3,procedimiento
42931,factor_comun,1,20.93,2,procedimiento
42932,factor_comun,5,38.82,2,identificacion
42933,diferencia_cuadrados,3,89.77,1,signo
42934,diferencia_cuadrados,4,49.03,1,identificacion
42935,factor_comun,4,71.38,2,procedimiento
42936,trinomio_cuadrado_perfecto,5,23.41,2,identificacion
42937,trinomio_cuadrado_perfecto,2,49.67,2,identificacion
42938,trinomio_cuadrado_perfecto,2,44.79,1,identificacion
42939,factor_comun,2,73.18,2,procedimiento
42940,diferencia_cuadrados,1,53.57,3,procedimiento
42941,diferencia_cuadrados,1,97.37,2,identificacion
42942,trinomio_cuadrado_perfecto,4,110.79,3,identificacion
42943,factor_comun,4,121.53,1,procedimiento
42944,trinomio_cuadrado_perfecto,4,93.03,1,procedimiento
42945,trinomio_cuadrado_perfecto,4,27.85,1,procedimiento
42946,trinomio_general,2,65.09,2,procedimiento
42947,trinomio_general,2,71.04,1,procedimiento
42948,trinomio_cuadrado_perfecto,2,67.83,3,identificacion
42949,trinomio_general,2,96.58,4,identificacion
42950,factor_comun,1,34.43,1,procedimiento
42951,factor_comun,5,105.34,1,procedimiento
42952,trinomio_cuadrado_perfecto,3,95.86,2,identificacion
42953,trinomio_general,3,54.65,2,identificacion
42954,diferencia_cuadrados,5,85.11,1,procedimiento
42955,diferencia_cuadrados,2,41.54,3,procedimiento
42956,diferencia_cuadrados,3,60.81,1,signo
42957,trinomio_general,1,82.3,1,procedimiento
42958,diferencia_cuadrados,5,87.14,1,identificacion
42959,trinomio_general,5,40.19,3,identificacion
42960,factor_comun,5,37.69,1,identificacion
42961,trinomio_general,2,37.88,1,procedimiento
42962,factor_comun,1,49.91,2,procedimiento
42963,factor_comun,2,30.23,1,procedimiento
42964,diferencia_cuadrados,5,108.67,2,identificacion
42965,factor_comun,3,35.6,1,identificacion
42966,factor_comun,2,68.94,4,procedimiento
42967,trinomio_general,3,79.41,3,procedimiento
42968,trinomio_cuadrado_perfecto,2,68.67,2,identificacion
42969,trinomio_general,5,29.5,2,signo
42970,trinomio_general,4,102.95,4,procedimiento
42971,factor_comun,3,48.38,1,signo
42972,trinomio_general,5,51.54,2,identificacion
42973,trinomio_general,2,57.58,3,procedimiento
42974,diferencia_cuadrados,5,123.36,4,procedimiento
42975,trinomio_cuadrado_perfecto,5,88.74,1,procedimiento
42976,diferencia_cuadrados,5,37.13,1,signo
42977,factor_comun,5,41.58,4,procedimiento
42978,factor_comun,2,29.83,1,identificacion
42979,factor_comun,5,66.89,3,procedimiento
42980,factor_comun,4,81.3,2,signo
42981,diferencia_cuadrados,1,81.6,2,procedimiento
42982,trinomio_cuadrado_perfecto,2,29.59,1,identificacion
42983,diferencia_cuadrados,5,71.16,2,signo
42984,trinomio_general,5,57.79,1,identificacion
42985,diferencia_cuadrados,1,78.56,4,identificacion
42986,diferencia_cuadrados,1,49.16,1,signo
42987,trinomio_general,5,208.59,3,identificacion
42988,diferencia_cuadrados,2,66.74,2,identificacion
42989,factor_comun,1,14.02,1,procedimiento
42990,diferencia_cuadrados,1,63.91,2,identificacion
42991,factor_comun,4,60.48,1,procedimiento
42992,trinomio_general,5,80.43,3,procedimiento
42993,trinomio_cuadrado_perfecto,2,48.23,2,procedimiento
42994,trinomio_cuadrado_perfecto,4,128.93,1,identificacion
42995,trinomio_cuadrado_perfecto,3,46.85,3,procedimiento
42996,diferencia_cuadrados,5,105.3,3,procedimiento
42997,diferencia_cuadrados,5,38.49,1,procedimiento
42998,trinomio_general,5,116.54,2,procedimiento
42999,trinomio_general,3,85.82,2,procedimiento
43000,trinomio_cuadrado_perfecto,5,73.2,2,procedimiento
43001,diferencia_cuadrados,5,95.99,3,signo
43002,trinomio_general,1,91.93,1,procedimiento
43003,trinomio_general,4,140.38,3,procedimiento
43004,diferencia_cuadrados,1,41.38,4,signo
43005,factor_comun,4,41.14,3,procedimiento
43006,diferencia_cuadrados,2,46.13,1,signo
43007,trinomio_cuadrado_perfecto,4,108.85,1,identificacion
43008,factor_comun,3,49.56,3,procedimiento
43009,factor_comun,1,40.28,4,identificacion
43010,trinomio_general,1,53.73,3,procedimiento
43011,diferencia_cuadrados,3,50.76,3,signo
43012,trinomio_general,4,186.47,4,procedimiento
43013,factor_comun,5,58.7,1,procedimiento
43014,trinomio_cuadrado_perfecto,2,82.86,2,procedimiento
43015,trinomio_general,3,176.69,4,identificacion
43016,factor_comun,3,34.62,1,procedimiento
43017,diferencia_cuadrados,3,42.05,1,signo
43018,trinomio_general,3,73.92,1,identificacion
43019,factor_comun,1,30.39,1,signo
43020,diferencia_cuadrados,2,42.0,1,procedimiento
43021,factor_comun,3,63.1,3,procedimiento
43022,trinomio_cuadrado_perfecto,1,80.11,3,identificacion
43023,diferencia_cuadrados,2,70.83,3,procedimiento
43024,factor_comun,5,50.79,1,procedimiento
43025,diferencia_cuadrados,2,61.11,3,procedimiento
43026,trinomio_cuadrado_perfecto,4,20.12,3,identificacion
43027,trinomio_general,2,32.0,4,procedimiento
43028,factor_comun,5,123.47,2,identificacion
43029,trinomio_general,4,62.13,2,procedimiento
43030,factor_comun,2,79.06,2,procedimiento
43031,factor_comun,3,52.74,3,procedimiento
43032,trinomio_cuadrado_perfecto,5,50.23,1,identificacion
43033,factor_comun,3,24.45,2,procedimiento
43034,trinomio_cuadrado_perfecto,2,19.07,2,identificacion
43035,trinomio_general,1,89.13,2,procedimiento
43036,diferencia_cuadrados,2,57.58,2,identificacion
43037,factor_comun,1,88.43,3,identificacion
43038,trinomio_cuadrado_perfecto,5,148.97,3,identificacion
43039,diferencia_cuadrados,3,60.11,3,signo
43040,factor_comun,4,41.08,1,identificacion
43041,trinomio_general,3,64.53,2,signo
43042,diferencia_cuadrados,3,14.75,2,signo
43043,trinomio_general,1,65.65,3,procedimiento
43044,trinomio_general,3,157.2,1,identificacion
43045,trinomio_general,1,21.2,2,procedimiento
43046,diferencia_cuadrados,5,65.67,1,procedimiento
43047,diferencia_cuadrados,1,20.8,1,identificacion
43048,diferencia_cuadrados,4,53.44,1,signo
43049,trinomio_general,3,110.45,1,procedimiento
43050,trinomio_cuadrado_perfecto,2,29.93,1,identificacion
43051,trinomio_cuadrado_perfecto,4,81.34,2,identificacion
43052,trinomio_general,3,109.1,1,identificacion
43053,diferencia_cuadrados,3,71.54,1,identificacion
43054,trinomio_cuadrado_perfecto,5,129.8,2,identificacion
43055,diferencia_cuadrados,3,69.53,2,procedimiento
43056,trinomio_cuadrado_perfecto,4,68.74,1,identificacion
43057,diferencia_cuadrados,3,105.07,3,procedimiento
43058,factor_comun,4,29.98,1,procedimiento
43059,trinomio_general,3,101.85,3,procedimiento
43060,factor_comun,4,57.04,2,identificacion
43061,factor_comun,3,45.59,4,procedimiento
43062,diferencia_cuadrados,4,31.16,2,identificacion
43063,factor_comun,4,72.76,3,procedimiento
43064,diferencia_cuadrados,5,40.04,1,identificacion
43065,factor_comun,5,88.36,2,signo
43066,trinomio_general,2,60.64,1,procedimiento
43067,factor_comun,1,21.1,1,procedimiento
43068,factor_comun,1,74.38,1,procedimiento
43069,trinomio_general,4,78.53,3,procedimiento
43070,trinomio_general,2,111.85,1,procedimiento
43071,diferencia_cuadrados,4,90.55,3,signo
43072,trinomio_cuadrado_perfecto,2,102.2,3,procedimiento
43073,factor_comun,2,27.66,1,procedimiento
43074,trinomio_general,2,80.91,1,signo
43075,trinomio_general,1,81.36,4,procedimiento
43076,factor_comun,3,104.85,3,procedimiento
43077,factor_comun,1,66.23,3,procedimiento
43078,trinomio_cuadrado_perfecto,5,62.69,3,procedimiento
43079,diferencia_cuadrados,1,80.4,2,procedimiento
43080,factor_comun,5,96.12,4,identificacion
43081,diferencia_cuadrados,5,70.12,3,identificacion
43082,trinomio_cuadrado_perfecto,5,35.52,1,identificacion
43083,factor_comun,5,63.62,1,procedimiento
43084,trinomio_general,3,93.25,1,procedimiento
43085,trinomio_cuadrado_perfecto,3,47.56,1,signo
43086,diferencia_cuadrados,1,60.4,2,identificacion
43087,factor_comun,1,29.95,3,identificacion
43088,diferencia_cuadrados,2,51.7,4,identificacion
43089,trinomio_general,3,21.5,2,procedimiento
43090,trinomio_general,3,83.33,1,procedimiento
43091,diferencia_cuadrados,4,57.59,1,identificacion
43092,diferencia_cuadrados,1,46.7,2,signo
43093,factor_comun,5,38.48,1,identificacion
43094,trinomio_general,2,83.55,2,procedimiento
43095,factor_comun,1,8.0,1,procedimiento
43096,trinomio_general,5,40.81,2,identificacion
43097,trinomio_cuadrado_perfecto,2,101.43,2,procedimiento
43098,trinomio_general,3,70.12,2,identificacion
43099,factor_comun,4,59.45,1,identificacion
43100,trinomio_general,4,44.6,1,procedimiento
43101,trinomio_general,3,63.99,2,procedimiento
43102,trinomio_cuadrado_perfecto,2,64.69,2,procedimiento
43103,trinomio_general,2,39.3,2,procedimiento
43104,diferencia_cuadrados,5,32.25,1,identificacion
43105,trinomio_general,4,121.99,2,procedimiento
43106,diferencia_cuadrados,3,81.33,2,procedimiento
43107,trinomio_cuadrado_perfecto,5,90.1,3,identificacion
43108,trinomio_general,1,89.77,2,procedimiento
43109,trinomio_cuadrado_perfecto,3,73.52,2,procedimiento
43110,factor_comun,5,104.92,2,procedimiento
43111,factor_comun,4,70.01,3,identificacion
43112,trinomio_cuadrado_perfecto,3,72.07,3,procedimiento
43113,trinomio_cuadrado_perfecto,2,116.36,3,procedimiento
43114,diferencia_cuadrados,5,82.0,1,procedimiento
43115,trinomio_cuadrado_perfecto,3,86.65,3,identificacion
43116,diferencia_cuadrados,4,34.02,1,signo
43117,factor_comun,2,14.49,1,procedimiento
43118,trinomio_general,4,53.98,1,procedimiento
43119,diferencia_cuadrados,4,58.77,1,signo
43120,factor_comun,3,51.68,3,procedimiento
43121,trinomio_general,2,115.06,1,procedimiento
43122,factor_comun,2,64.37,2,signo
43123,trinomio_cuadrado_perfecto,5,72.76,3,procedimiento
43124,trinomio_cuadrado_perfecto,1,12.5,1,signo
43125,diferencia_cuadrados,2,91.0,2,identificacion
43126,factor_comun,4,43.19,3,identificacion
43127,trinomio_cuadrado_perfecto,1,20.07,1,procedimiento
43128,diferencia_cuadrados,3,37.74,2,procedimiento
43129,trinomio_cuadrado_perfecto,4,56.35,1,identificacion
43130,factor_comun,3,124.27,2,procedimiento
43131,diferencia_cuadrados,4,74.54,3,identificacion
43132,trinomio_general,4,60.78,2,procedimiento
43133,factor_comun,1,58.55,2,procedimiento
43134,factor_comun,2,27.4,1,procedimiento
43135,factor_comun,4,42.34,1,identificacion
43136,factor_comun,5,67.75,2,procedimiento
43137,diferencia_cuadrados,3,121.54,3,identificacion
43138,trinomio_general,4,98.96,2,identificacion
43139,trinomio_cuadrado_perfecto,4,106.22,3,procedimiento
43140,trinomio_general,2,98.38,1,procedimiento
43141,trinomio_cuadrado_perfecto,5,46.46,1,signo
43142,trinomio_cuadrado_perfecto,2,16.75,1,identificacion
43143,trinomio_cuadrado_perfecto,4,75.3,1,identificacion
43144,diferencia_cuadrados,1,84.03,3,procedimiento
43145,trinomio_general,3,63.6,2,procedimiento
43146,factor_comun,4,76.05,1,procedimiento
43147,diferencia_cuadrados,1,64.18,2,procedimiento
43148,diferencia_cuadrados,2,52.06,1,signo
43149,diferencia_cuadrados,4,67.03,2,identificacion
43150,trinomio_general,2,124.42,2,identificacion
43151,factor_comun,1,57.8,2,procedimiento
43152,trinomio_general,5,161.56,2,procedimiento
43153,trinomio_general,5,119.99,1,procedimiento
43154,trinomio_general,2,87.48,1,procedimiento
43155,trinomio_cuadrado_perfecto,5,13.7,2,identificacion
43156,factor_comun,4,72.7,1,procedimiento
43157,diferencia_cuadrados,3,33.63,1,signo
43158,diferencia_cuadrados,2,77.57,3,identificacion
43159,trinomio_general,2,105.63,2,procedimiento
43160,trinomio_cuadrado_perfecto,5,142.77,1,identificacion
43161,diferencia_cuadrados,4,43.8,2,identificacion
43162,trinomio_cuadrado_perfecto,4,52.07,1,identificacion
43163,trinomio_cuadrado_perfecto,1,75.42,1,identificacion
43164,trinomio_general,1,102.89,1,procedimiento
43165,factor_comun,2,24.51,1,procedimiento
43166,diferencia_cuadrados,1,15.56,2,signo
43167,trinomio_cuadrado_perfecto,3,72.34,1,identificacion
43168,trinomio_cuadrado_perfecto,2,27.11,1,signo
43169,diferencia_cuadrados,5,39.55,1,identificacion
43170,diferencia_cuadrados,3,58.81,2,signo
43171,factor_comun,2,28.46,1,signo
43172,trinomio_general,1,47.44,1,identificacion
43173,factor_comun,1,19.79,2,procedimiento
43174,trinomio_cuadrado_perfecto,1,64.53,1,identificacion
43175,diferencia_cuadrados,1,52.24,1,procedimiento
43176,trinomio_cuadrado_perfecto,2,30.06,1,identificacion
43177,trinomio_cuadrado_perfecto,1,75.77,3,identificacion
43178,trinomio_cuadrado_perfecto,2,118.96,3,procedimiento
43179,trinomio_cuadrado_perfecto,4,58.76,3,identificacion
43180,trinomio_cuadrado_perfecto,3,8.0,1,identificacion
43181,diferencia_cuadrados,5,21.14,2,identificacion
43182,trinomio_general,5,8.0,2,identificacion
43183,factor_comun,4,13.85,1,procedimiento
43184,factor_comun,4,62.28,2,procedimiento
43185,factor_comun,2,54.44,1,procedimiento
43186,trinomio_cuadrado_perfecto,5,70.42,2,identificacion
43187,trinomio_general,4,23.61,2,procedimiento
43188,diferencia_cuadrados,2,66.69,3,procedimiento
43189,trinomio_general,1,85.71,4,procedimiento
43190,trinomio_cuadrado_perfecto,5,64.25,1,signo
43191,diferencia_cuadrados,4,81.33,3,identificacion
43192,trinomio_general,2,111.46,1,identificacion
43193,factor_comun,1,28.74,1,signo
43194,factor_comun,5,81.12,1,procedimiento
43195,diferencia_cuadrados,5,49.86,1,signo
43196,trinomio_cuadrado_perfecto,3,137.08,3,procedimiento
43197,trinomio_general,2,133.66,4,procedimiento
43198,factor_comun,2,8.32,2,procedimiento
43199,diferencia_cuadrados,4,37.62,2,signo
43200,trinomio_cuadrado_perfecto,1,30.33,1,identificacion
43201,factor_comun,4,37.83,1,procedimiento
43202,trinomio_cuadrado_perfecto,3,51.29,2,signo
43203,factor_comun,3,74.98,2,procedimiento
43204,trinomio_cuadrado_perfecto,3,56.11,1,identificacion
43205,diferencia_cuadrados,1,30.39,1,signo
43206,trinomio_cuadrado_perfecto,4,37.64,1,identificacion
43207,diferencia_cuadrados,2,58.71,2,signo
43208,diferencia_cuadrados,5,79.31,1,signo
43209,trinomio_general,5,101.93,2,identificacion
43210,trinomio_cuadrado_perfecto,4,89.05,1,identificacion
43211,trinomio_general,2,69.33,4,signo
43212,trinomio_general,4,27.14,1,identificacion
43213,trinomio_general,1,35.91,2,signo
43214,trinomio_cuadrado_perfecto,1,105.58,1,identificacion
43215,trinomio_cuadrado_perfecto,1,60.16,3,identificacion
43216,trinomio_cuadrado_perfecto,3,88.89,2,procedimiento
43217,factor_comun,4,77.92,3,procedimiento
43218,factor_comun,2,84.39,2,procedimiento
43219,diferencia_cuadrados,5,24.85,1,identificacion
43220,diferencia_cuadrados,5,40.91,1,signo
43221,factor_comun,2,70.29,2,procedimiento
43222,trinomio_cuadrado_perfecto,4,57.94,2,identificacion
43223,trinomio_general,5,61.16,1,procedimiento
43224,factor_comun,2,79.82,4,identificacion
43225,trinomio_cuadrado_perfecto,3,111.62,2,procedimiento
43226,trinomio_general,3,26.37,3,procedimiento
43227,trinomio_cuadrado_perfecto,2,44.97,2,procedimiento
43228,factor_comun,1,29.19,3,identificacion
43229,diferencia_cuadrados,5,123.6,2,signo
43230,factor_comun,3,64.17,1,procedimiento
43231,factor_comun,1,65.22,2,identificacion
43232,trinomio_general,3,33.98,1,signo
43233,factor_comun,2,31.14,1,identificacion
43234,trinomio_cuadrado_perfecto,4,63.24,1,identificacion
43235,trinomio_general,4,147.76,3,procedimiento
43236,trinomio_general,4,141.51,1,identificacion
43237,trinomio_general,2,98.69,4,procedimiento
43238,trinomio_cuadrado_perfecto,2,93.13,3,procedimiento
43239,factor_comun,5,130.74,3,identificacion
43240,trinomio_cuadrado_perfecto,2,13.16,4,identificacion
43241,factor_comun,4,134.86,2,procedimiento
43242,trinomio_cuadrado_perfecto,1,41.72,1,signo
43243,diferencia_cuadrados,1,64.03,4,identificacion
43244,trinomio_general,4,123.86,1,procedimiento
43245,trinomio_general,5,71.5,2,procedimiento
43246,factor_comun,5,49.41,2,procedimiento
43247,factor_comun,3,48.02,1,procedimiento
43248,diferencia_cuadrados,3,25.49,3,identificacion
43249,trinomio_cuadrado_perfecto,5,74.5,3,procedimiento
43250,factor_comun,1,68.06,2,procedimiento
43251,trinomio_general,3,38.04,1,procedimiento
43252,diferencia_cuadrados,4,140.65,2,signo
43253,factor_comun,2,56.42,1,procedimiento
43254,diferencia_cuadrados,2,47.01,2,signo
43255,trinomio_cuadrado_perfecto,3,118.68,4,identificacion
43256,factor_comun,1,49.03,2,procedimiento
43257,trinomio_general,3,39.94,4,procedimiento
43258,diferencia_cuadrados,3,111.59,4,procedimiento
43259,trinomio_cuadrado_perfecto,3,104.54,1,identificacion
43260,diferencia_cuadrados,4,65.79,1,signo
43261,factor_comun,5,54.09,1,procedimiento
43262,diferencia_cuadrados,2,55.12,4,signo
43263,trinomio_general,4,30.87,1,procedimiento
43264,diferencia_cuadrados,1,70.1,4,procedimiento
43265,trinomio_general,2,70.49,1,procedimiento
43266,diferencia_cuadrados,1,31.1,1,procedimiento
43267,trinomio_cuadrado_perfecto,5,39.28,1,identificacion
43268,trinomio_cuadrado_perfecto,5,26.46,2,identificacion
43269,trinomio_general,2,78.61,1,identificacion
43270,factor_comun,1,61.43,2,signo
43271,trinomio_general,5,95.52,2,identificacion
43272,diferencia_cuadrados,2,83.31,2,identificacion
43273,trinomio_cuadrado_perfecto,2,31.69,1,identificacion
43274,trinomio_general,3,32.07,2,procedimiento
43275,factor_comun,5,79.9,2,procedimiento
43276,diferencia_cuadrados,1,66.41,1,identificacion
43277,diferencia_cuadrados,1,29.08,1,signo
43278,trinomio_general,2,51.22,3,procedimiento
43279,trinomio_cuadrado_perfecto,2,14.31,2,procedimiento
43280,trinomio_cuadrado_perfecto,5,48.2,1,procedimiento
43281,diferencia_cuadrados,5,48.59,1,signo
43282,trinomio_cuadrado_perfecto,3,45.5,2,identificacion
43283,diferencia_cuadrados,2,54.31,1,signo
43284,trinomio_cuadrado_perfecto,3,90.4,3,procedimiento
43285,diferencia_cuadrados,2,51.68,3,procedimiento
43286,trinomio_cuadrado_perfecto,2,33.3,1,identificacion
43287,diferencia_cuadrados,4,129.29,3,identificacion
43288,trinomio_cuadrado_perfecto,4,27.46,1,identificacion
43289,trinomio_cuadrado_perfecto,2,107.04,2,identificacion
43290,factor_comun,5,122.14,2,procedimiento
43291,diferencia_cuadrados,5,53.99,1,signo
43292,factor_comun,1,25.6,3,procedimiento
43293,trinomio_general,2,50.69,1,procedimiento
43294,trinomio_cuadrado_perfecto,1,72.76,2,identificacion
43295,diferencia_cuadrados,3,36.73,2,identificacion
43296,trinomio_cuadrado_perfecto,1,32.12,3,identificacion
43297,trinomio_general,3,114.7,2,identificacion
43298,factor_comun,4,108.6,3,procedimiento
43299,factor_comun,2,35.39,1,signo
43300,trinomio_general,5,145.16,2,procedimiento
43301,trinomio_general,2,59.02,2,procedimiento
43302,factor_comun,3,53.68,2,procedimiento
43303,diferencia_cuadrados,3,64.73,1,signo
43304,trinomio_cuadrado_perfecto,5,105.07,2,identificacion
43305,diferencia_cuadrados,3,73.06,2,procedimiento
43306,factor_comun,3,69.29,4,procedimiento
43307,trinomio_general,3,47.78,2,identificacion
43308,trinomio_general,5,63.78,3,procedimiento
43309,diferencia_cuadrados,4,61.22,1,signo
43310,diferencia_cuadrados,2,63.85,2,signo
43311,factor_comun,3,40.7,1,identificacion
43312,trinomio_cuadrado_perfecto,4,47.05,1,identificacion
43313,trinomio_cuadrado_perfecto,2,48.24,1,procedimiento
43314,trinomio_cuadrado_perfecto,3,64.97,4,identificacion
43315,trinomio_general,5,92.43,1,procedimiento
43316,trinomio_cuadrado_perfecto,4,53.29,2,identificacion
43317,trinomio_general,4,91.51,2,procedimiento
43318,trinomio_cuadrado_perfecto,2,55.39,1,identificacion
43319,factor_comun,5,72.78,2,procedimiento
43320,factor_comun,5,100.91,2,procedimiento
43321,trinomio_general,5,78.81,1,signo
43322,trinomio_general,3,8.0,1,procedimiento
43323,trinomio_general,4,77.03,1,identificacion
43324,factor_comun,4,116.84,2,procedimiento
43325,diferencia_cuadrados,1,35.42,1,identificacion
43326,trinomio_cuadrado_perfecto,3,50.8,3,procedimiento
43327,trinomio_cuadrado_perfecto,2,79.15,1,identificacion
43328,factor_comun,1,62.17,3,identificacion
43329,trinomio_general,2,120.14,1,signo
43330,diferencia_cuadrados,4,39.82,2,signo
43331,diferencia_cuadrados,1,76.66,1,identificacion
43332,trinomio_general,1,91.08,1,procedimiento
43333,trinomio_general,5,37.85,1,identificacion
43334,trinomio_cuadrado_perfecto,3,50.14,2,signo
43335,trinomio_cuadrado_perfecto,4,90.88,2,procedimiento
43336,trinomio_general,2,100.88,2,procedimiento
43337,trinomio_general,1,64.4,1,procedimiento
43338,trinomio_general,5,41.75,1,signo
43339,diferencia_cuadrados,3,62.61,2,procedimiento
43340,trinomio_general,5,166.42,4,identificacion
43341,diferencia_cuadrados,2,79.95,1,signo
43342,trinomio_cuadrado_perfecto,3,70.12,1,procedimiento
43343,trinomio_general,3,8.0,4,procedimiento
43344,diferencia_cuadrados,1,27.26,2,identificacion
43345,diferencia_cuadrados,5,82.5,1,signo
43346,factor_comun,5,108.14,1,identificacion
43347,factor_comun,2,91.96,2,identificacion
43348,diferencia_cuadrados,3,88.41,1,identificacion
43349,trinomio_general,4,74.85,2,procedimiento
43350,trinomio_general,4,85.0,1,identificacion
43351,trinomio_general,1,122.98,1,procedimiento
43352,trinomio_general,4,84.51,2,procedimiento
43353,trinomio_cuadrado_perfecto,3,59.12,2,signo
43354,trinomio_cuadrado_perfecto,3,116.34,2,procedimiento
43355,trinomio_general,1,113.48,1,procedimiento
43356,diferencia_cuadrados,3,22.15,1,signo
43357,factor_comun,1,76.43,2,procedimiento
43358,trinomio_general,3,103.35,2,identificacion
43359,factor_comun,1,36.79,4,identificacion
43360,trinomio_cuadrado_perfecto,1,69.79,1,procedimiento
43361,trinomio_cuadrado_perfecto,4,101.19,3,procedimiento
43362,diferencia_cuadrados,1,51.39,2,signo
43363,trinomio_general,5,124.0,1,procedimiento
43364,trinomio_cuadrado_perfecto,2,100.96,1,identificacion
43365,trinomio_general,1,91.54,2,procedimiento
43366,factor_comun,1,37.32,1,procedimiento
43367,trinomio_general,4,86.36,1,identificacion
43368,factor_comun,3,52.0,1,procedimiento
43369,diferencia_cuadrados,4,29.26,2,signo
43370,trinomio_cuadrado_perfecto,3,49.04,2,identificacion
43371,factor_comun,4,83.24,1,identificacion
43372,factor_comun,5,30.39,2,identificacion
43373,factor_comun,5,58.72,1,procedimiento
43374,trinomio_general,1,79.61,1,identificacion
43375,factor_comun,1,58.08,1,procedimiento
43376,trinomio_general,4,166.4,2,signo
43377,trinomio_cuadrado_perfecto,2,67.81,2,identificacion
43378,factor_comun,1,50.36,2,procedimiento
43379,diferencia_cuadrados,2,90.3,3,procedimiento
43380,trinomio_cuadrado_perfecto,1,43.23,1,identificacion
43381,factor_comun,3,24.47,2,identificacion
43382,trinomio_general,2,152.84,4,procedimiento
43383,factor_comun,2,34.87,1,signo
43384,trinomio_general,3,70.74,3,identificacion
43385,trinomio_general,1,34.84,1,signo
43386,factor_comun,1,51.42,1,procedimiento
43387,trinomio_general,2,98.67,2,procedimiento
43388,factor_comun,3,91.99,1,procedimiento
43389,trinomio_general,2,40.84,1,identificacion
43390,factor_comun,3,75.14,2,procedimiento
43391,trinomio_cuadrado_perfecto,5,55.52,1,identificacion
43392,trinomio_general,3,113.04,2,procedimiento
43393,trinomio_cuadrado_perfecto,5,165.16,1,procedimiento
43394,factor_comun,5,49.5,2,identificacion
